src,flags,runs,times,median_time,compile_cmd,timestamp,program,runtime
string_parse.cpp,-funroll-loops,7,"[0.239869, 0.243171, 0.234736, 0.245243, 0.240159, 0.227388, 0.273103]",0.240159,g++ string_parse.cpp -o a.out -funroll-loops,2025-11-12T14:25:01.338773Z,string_parse,0.240159
string_parse.cpp,-ftree-vectorize,7,"[0.242705, 0.237027, 0.219113, 0.219812, 0.236906, 0.219457, 0.228097]",0.228097,g++ string_parse.cpp -o a.out -ftree-vectorize,2025-11-12T14:25:06.747834Z,string_parse,0.228097
string_parse.cpp,-ffast-math,7,"[0.221724, 0.240776, 0.239678, 0.228994, 0.230705, 0.247453, 0.234592]",0.234592,g++ string_parse.cpp -o a.out -ffast-math,2025-11-12T14:25:12.391748Z,string_parse,0.234592
string_parse.cpp,-march=native,7,"[0.254231, 0.208446, 0.220652, 0.241272, 0.232393, 0.224561, 0.292059]",0.232393,g++ string_parse.cpp -o a.out -march=native,2025-11-12T14:25:17.939609Z,string_parse,0.232393
string_parse.cpp,-flto,7,"[0.221893, 0.23952, 0.23584, 0.236035, 0.242658, 0.247052, 0.226477]",0.236035,g++ string_parse.cpp -o a.out -flto,2025-11-12T14:25:23.594983Z,string_parse,0.236035
string_parse.cpp,-fomit-frame-pointer,7,"[0.237283, 0.207329, 0.215547, 0.233465, 0.264027, 0.211974, 0.233028]",0.233028,g++ string_parse.cpp -o a.out -fomit-frame-pointer,2025-11-12T14:25:25.925167Z,string_parse,0.233028
string_parse.cpp,-O1 -funroll-loops,7,"[0.0993552, 0.108335, 0.125858, 0.116474, 0.0968616, 0.207072, 0.0980251]",0.108335,g++ string_parse.cpp -o a.out -O1 -funroll-loops,2025-11-12T14:25:28.614883Z,string_parse,0.108335
string_parse.cpp,-O1 -ftree-vectorize,7,"[0.135838, 0.0942317, 0.0925372, 0.0944745, 0.0881168, 0.140214, 0.132751]",0.0944745,g++ string_parse.cpp -o a.out -O1 -ftree-vectorize,2025-11-12T14:25:31.173008Z,string_parse,0.0944745
string_parse.cpp,-O1 -ffast-math,7,"[0.107804, 0.0959455, 0.104481, 0.10705, 0.0936197, 0.0884475, 0.110421]",0.104481,g++ string_parse.cpp -o a.out -O1 -ffast-math,2025-11-12T14:25:33.736375Z,string_parse,0.104481
string_parse.cpp,-O2 -funroll-loops,7,"[0.101182, 0.0958474, 0.104314, 0.0970503, 0.0962581, 0.120628, 0.101588]",0.101182,g++ string_parse.cpp -o a.out -O2 -funroll-loops,2025-11-12T14:25:36.351828Z,string_parse,0.101182
string_parse.cpp,-O2 -ftree-vectorize,7,"[0.0903807, 0.112473, 0.0970064, 0.0955722, 0.0956096, 0.102248, 0.0910697]",0.0956096,g++ string_parse.cpp -o a.out -O2 -ftree-vectorize,2025-11-12T14:25:38.745092Z,string_parse,0.0956096
string_parse.cpp,-O2 -ffast-math,7,"[0.0994527, 0.0939333, 0.220765, 0.11294, 0.0930726, 0.0968435, 0.0945029]",0.0968435,g++ string_parse.cpp -o a.out -O2 -ffast-math,2025-11-12T14:25:41.307345Z,string_parse,0.0968435
string_parse.cpp,-O3 -funroll-loops,7,"[0.115317, 0.119065, 0.104334, 0.101786, 0.0989787, 0.103227, 0.108513]",0.104334,g++ string_parse.cpp -o a.out -O3 -funroll-loops,2025-11-12T14:25:43.756336Z,string_parse,0.104334
string_parse.cpp,-O3 -ftree-vectorize,7,"[0.0982083, 0.0963644, 0.0939186, 0.0947755, 0.0897206, 0.0941961, 0.0935507]",0.0941961,g++ string_parse.cpp -o a.out -O3 -ftree-vectorize,2025-11-12T14:25:46.190608Z,string_parse,0.0941961
string_parse.cpp,-O3 -ffast-math,7,"[0.0977448, 0.0917777, 0.0987917, 0.0973171, 0.0931798, 0.0932949, 0.0968449]",0.0968449,g++ string_parse.cpp -o a.out -O3 -ffast-math,2025-11-12T14:25:48.582779Z,string_parse,0.0968449
convolution.cpp,-O1,7,"[0.0255461, 0.0223342, 0.0227248, 0.0214236, 0.0233707, 0.0218529, 0.0265823]",0.0227248,g++ convolution.cpp -o a.out -O1,2025-11-12T14:29:34.822992Z,convolution,0.0227248
convolution.cpp,-O2,7,"[0.0212552, 0.0226628, 0.0213234, 0.0213719, 0.020407, 0.0235443, 0.0206639]",0.0213234,g++ convolution.cpp -o a.out -O2,2025-11-12T14:29:35.774220Z,convolution,0.0213234
convolution.cpp,-O3,7,"[0.00288782, 0.00318878, 0.00292767, 0.00302311, 0.00247731, 0.00284519, 0.00332761]",0.00292767,g++ convolution.cpp -o a.out -O3,2025-11-12T14:29:36.636205Z,convolution,0.00292767
convolution.cpp,-Ofast,7,"[0.00438242, 0.00246894, 0.00235841, 0.00260468, 0.0023243, 0.00261605, 0.00285699]",0.00260468,g++ convolution.cpp -o a.out -Ofast,2025-11-12T14:29:37.478687Z,convolution,0.00260468
convolution.cpp,-Os,7,"[0.0236315, 0.0305981, 0.0309197, 0.0201755, 0.037545, 0.0253953, 0.0294481]",0.0294481,g++ convolution.cpp -o a.out -Os,2025-11-12T14:29:38.490787Z,convolution,0.0294481
convolution.cpp,-funroll-loops,7,"[0.161178, 0.173806, 0.156268, 0.153773, 0.162386, 0.159115, 0.165674]",0.161178,g++ convolution.cpp -o a.out -funroll-loops,2025-11-12T14:29:40.397724Z,convolution,0.161178
convolution.cpp,-ftree-vectorize,7,"[0.166153, 0.162982, 0.159137, 0.181135, 0.156411, 0.163722, 0.166155]",0.163722,g++ convolution.cpp -o a.out -ftree-vectorize,2025-11-12T14:29:42.349103Z,convolution,0.163722
convolution.cpp,-ffast-math,7,"[0.155217, 0.186734, 0.16396, 0.164614, 0.165952, 0.15709, 0.155362]",0.16396,g++ convolution.cpp -o a.out -ffast-math,2025-11-12T14:29:44.435237Z,convolution,0.16396
convolution.cpp,-march=native,7,"[0.159886, 0.167906, 0.155502, 0.155438, 0.165475, 0.155631, 0.154925]",0.155631,g++ convolution.cpp -o a.out -march=native,2025-11-12T14:29:46.363059Z,convolution,0.155631
convolution.cpp,-flto,7,"[0.1558, 0.191659, 0.183768, 0.154354, 0.257071, 0.146055, 0.155111]",0.1558,g++ convolution.cpp -o a.out -flto,2025-11-12T14:29:48.488093Z,convolution,0.1558
convolution.cpp,-fomit-frame-pointer,7,"[0.145087, 0.149196, 0.145266, 0.139615, 0.153935, 0.148733, 0.142496]",0.145266,g++ convolution.cpp -o a.out -fomit-frame-pointer,2025-11-12T14:29:50.259217Z,convolution,0.145266
convolution.cpp,-O1 -funroll-loops,7,"[0.00892416, 0.0100051, 0.00977173, 0.00887204, 0.00803224, 0.00830075, 0.00782545]",0.00887204,g++ convolution.cpp -o a.out -O1 -funroll-loops,2025-11-12T14:29:51.087911Z,convolution,0.00887204
convolution.cpp,-O1 -ftree-vectorize,7,"[0.01314, 0.0140704, 0.0141267, 0.0142008, 0.0120044, 0.0120684, 0.0122767]",0.01314,g++ convolution.cpp -o a.out -O1 -ftree-vectorize,2025-11-12T14:29:51.899882Z,convolution,0.01314
convolution.cpp,-O1 -ffast-math,7,"[0.0279087, 0.0234095, 0.0208988, 0.0193118, 0.0237777, 0.0229992, 0.0200569]",0.0229992,g++ convolution.cpp -o a.out -O1 -ffast-math,2025-11-12T14:29:52.837948Z,convolution,0.0229992
convolution.cpp,-O2 -funroll-loops,7,"[0.00847161, 0.00968398, 0.00797602, 0.0078286, 0.00794819, 0.00778548, 0.00845824]",0.00797602,g++ convolution.cpp -o a.out -O2 -funroll-loops,2025-11-12T14:29:53.695602Z,convolution,0.00797602
convolution.cpp,-O2 -ftree-vectorize,7,"[0.0152812, 0.0134012, 0.0154477, 0.0137412, 0.0140358, 0.015318, 0.0135837]",0.0140358,g++ convolution.cpp -o a.out -O2 -ftree-vectorize,2025-11-12T14:29:54.619302Z,convolution,0.0140358
convolution.cpp,-O2 -ffast-math,7,"[0.020573, 0.0231323, 0.0230028, 0.0211739, 0.0247873, 0.0190379, 0.021667]",0.021667,g++ convolution.cpp -o a.out -O2 -ffast-math,2025-11-12T14:29:52.586883Z,convolution,0.021667
convolution.cpp,-O3 -funroll-loops,7,"[0.00422977, 0.00266584, 0.00311052, 0.00260476, 0.00256973, 0.00331037, 0.00336549]",0.00311052,g++ convolution.cpp -o a.out -O3 -funroll-loops,2025-11-12T14:29:53.412293Z,convolution,0.00311052
convolution.cpp,-O3 -ftree-vectorize,7,"[0.00323864, 0.003566, 0.00299109, 0.00283372, 0.00244484, 0.00288049, 0.00255223]",0.00288049,g++ convolution.cpp -o a.out -O3 -ftree-vectorize,2025-11-12T14:29:54.331137Z,convolution,0.00288049
convolution.cpp,-O3 -ffast-math,7,"[0.00301755, 0.0024499, 0.00261998, 0.00263301, 0.00248722, 0.00277896, 0.00263422]",0.00263301,g++ convolution.cpp -o a.out -O3 -ffast-math,2025-11-12T14:29:55.117478Z,convolution,0.00263301
test_prog/sieve_primes.cpp,-O1,7,"[0.00806819, 0.00997019, 0.00774638, 0.0063911, 0.00699761, 0.00755725, 0.00725955]",0.00755725,g++ test_prog/sieve_primes.cpp -o a.out -O1,2025-11-19T19:07:35.357704Z,test_prog/sieve_primes,0.00755725
test_prog/sieve_primes.cpp,-O2,7,"[0.00895153, 0.00961697, 0.00860223, 0.00846415, 0.00871324, 0.00982643, 0.0107567]",0.00895153,g++ test_prog/sieve_primes.cpp -o a.out -O2,2025-11-19T19:07:37.509116Z,test_prog/sieve_primes,0.00895153
test_prog/sieve_primes.cpp,-O3,7,"[0.0069576, 0.0113954, 0.00698922, 0.00693512, 0.00948048, 0.00864769, 0.00864308]",0.00864308,g++ test_prog/sieve_primes.cpp -o a.out -O3,2025-11-19T19:07:39.482390Z,test_prog/sieve_primes,0.00864308
test_prog/sieve_primes.cpp,-Ofast,7,"[0.00858354, 0.00843744, 0.00843016, 0.00764904, 0.00757513, 0.00807408, 0.00701152]",0.00807408,g++ test_prog/sieve_primes.cpp -o a.out -Ofast,2025-11-19T19:07:41.444643Z,test_prog/sieve_primes,0.00807408
test_prog/sieve_primes.cpp,-Os,7,"[0.0293, 0.0273832, 0.0280931, 0.0311565, 0.0364255, 0.0264554, 0.0277964]",0.0280931,g++ test_prog/sieve_primes.cpp -o a.out -Os,2025-11-19T19:07:43.502967Z,test_prog/sieve_primes,0.0280931
